ID,Location,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Tota,Pct Avg to Date,
FSTC1,FORESTHILL RS,9.31,9.34,20.93,1.71,7.3,21.5,2.98,4.61,M,M,0,0.01,M,,
GEOC1,GEORGETOWN RS,8.9,10.85,17.65,2.71,5.57,22.82,2.67,4.79,4.33,0,0,0.01,80.3,149,149
GLRC1,GOLD RUN 2SW,9.71,9.34,19.62,3.07,5.26,19.66,3.01,4.24,2.86,M,0,0.03,M,,
GRAC1,GRASS VALLEY NO. 2,8.58,8.63,17.7,2.8,7.02,19.6,2.53,3.53,2.41,0,0,0,72.8,137,137
GREC1,GREENVILLE RS,M,M,M,M,M,M,M,M,M,M,M,M,M,,
HATC1,HAT CREEK,1.88,1.27,5.02,0.68,3.23,5.44,2.21,2.58,0.68,0,0,0.09,23.08,115,115
HLEC1,HARRY L ENGLEBRIGHT DAM,4.59,5.26,12.29,1.98,7.09,11.77,1.27,2.35,1.58,0,0,M,M,,
HRRC1,HARRISON GULCH RS,M,M,M,M,M,M,M,M,M,M,M,M,M,,
LSPC1,LAKE SPAULDING,11.68,17.36,24.58,3.11,11.1,25.69,6.2,5.02,7.57,0,0,M,M,,
MCLC1,MCCLOUD,5.12,3.75,12.41,1.33,6.37,23.18,2.66,2.17,2.61,0.2,0,0.18,59.98,122,122
MHS,MT. SHASTA,M,2.97,12.84,0.83,6.8,16.14,1.37,3.23,1.54,0.32,0,0.31,M,,
MINC1,MINERAL,7.09,7.15,15.29,1.45,8.28,15.59,4.37,4.96,2.2,0,0,M,M,,
MNZC1,MANZANITA LAKE,6.15,5.3,8.85,1.28,3.44,9.49,4.93,7.09,2.38,0,0,0,48.91,118,118
NCOC1,NICOLAUS,1.28,2.69,6.38,M,3.67,7.07,0.09,1.79,1.57,0,M,0,M,,
NVDC1,NEVADA CITY,8.5,11.37,20.33,3.29,7.04,26.9,3.14,4.24,2.63,M,0,0.03,M,,
ONDC1,ORLAND,2.38,1.33,4.93,1.31,2.5,5.79,0.15,2.02,1.23,0,0,0.02,21.66,99,99
PCHC1,PACIFIC HOUSE,9.97,10.11,17.43,2.8,8.81,21.08,3.54,4.99,2.7,0,0,M,M,,
PLCC1,PLACERVILLE,5.68,6.63,12.92,2.57,M,M,M,M,3.51,M,M,0.06,M,,
PLUC1,PLUMAS EUREKA SP,7.9,8.7,14.9,1.8,10.8,12.4,M,3.6,0.6,0.1,0,1.4,M,,
PRAC1,PORTOLA,3.72,3.81,7.45,0.72,4.72,8.34,1.21,0.73,1.72,0,0,0.11,32.53,141,141
PRDC1,PARADISE,6.9,6.58,17.19,2.89,8.98,15.43,0.92,5.92,3.18,0,0,0.07,68.06,121,121
PRPC1,PIT RIVER PH5,9.8,8.9,21.27,2.42,12.28,25.37,4.12,6.25,2.23,M,0,0.41,M,,
PTRC1,PIT RIVER PH1,1.74,1.07,4.15,0.5,2.81,4.02,1.79,2.4,0.89,0,0,0.14,19.51,103,103
QCYC1,QUINCY,3.75,6.06,13.82,1.6,9.11,16.02,2.57,3.04,2.66,0,0,0.1,58.73,154,154
RBL,RED BLUFF AP,2.08,1.27,5.55,1.27,2.03,4.6,0.44,1.71,0.89,0,0,0.12,19.96,83,83
ROMC1,ROUND MOUNTAIN,M,M,M,M,M,M,M,M,M,M,M,M,M,,
SAC,SACRAMENTO AP,1.43,2.39,5.55,1.68,3.39,6.95,0.06,1.02,1.5,0,0,0.01,23.98,133,133
SERC1,SIERRAVILLE,4.58,3.27,8.81,0.75,3.5,9.03,1.29,0.93,2.23,0,0,0.91,35.3,134,134
SHDC1,SHASTA DAM,7.07,9.02,14.63,1.86,6.24,18.75,2.06,5.27,4.78,0.28,0,0.17,70.13,111,111
SLPC1,SLY PARK,9.3,9.68,16.94,2.96,5.47,17.71,2.13,5.24,2.2,0,0,0,71.63,NA,NA
SMTC1,SACRAMENTO 5 ESE,1.75,2.65,5.52,1.36,3.88,7,0.08,1.4,1.14,0,0,0,24.78,125,125
SODC1,SODA SPRINGS,11.73,10.63,21.06,1.73,8.27,15.83,5.55,4.45,4.02,0,0,1.26,84.53,NA,NA
STOC1,STONY GORGE,4.33,1.05,4.67,1.71,1.99,6.12,0.17,1.18,2.56,0,0,0.03,23.81,112,112
STYC1,STRAWBERRY VALLEY,11.95,15.16,26.65,3.2,13.1,29.3,5.54,6.04,3.27,0,0,0.2,114.41,142,142
TWLC1,CAPLES LAKE,6.97,6.51,11.67,1.49,6.3,12.91,2.59,3.07,M,1.03,0,M,M,,
VOLC1,VOLTA PH,4.51,3.31,9.89,1.57,4.2,9.28,3.55,5.63,2.55,M,0,0.04,M,,
VTNC1,VINTON,2.64,1.46,4.82,0.27,3.31,3.93,0.5,0.82,2.93,0.38,0,0.28,21.34,150,150
WDDC1,WOODLAND,1.13,2.67,6.49,1.68,3.97,6.67,0.1,1.18,2.17,M,0,M,M,,
WSKC1,WHISKEYTOWN RES,7.29,8.12,13.97,2.3,6.73,20.75,M,5.47,4.57,0.36,0,M,M,,
ABYC1,AUBERRY,3.62,3.72,12.57,3.18,4.67,9.23,0.65,M,1.63,M,0,0.03,M,,
ARNC1,CALAVERAS BIG TREES,9.93,10.47,19.2,3.41,7.04,18.61,2.07,2.52,3.61,0,0,M,M,,
BCRC1,BIG CREEK PH #1,4.84,3.55,12.26,2.47,4.46,9.08,1.65,2.66,M,M,M,M,M,,
CHVC1,CHERRY VALLEY,10.01,9.34,21.05,3.54,8.78,17.77,2.14,4.34,3.6,0,0,0.7,81.27,170,170
CMPC1,CAMP PARDEE,2.46,4.01,6.53,2.43,4.7,6.11,0.51,1.81,1.65,0.01,0,0.34,30.56,133,133
EXQC1,EXCHEQUER DAM,M,3.43,7.63,2.02,3.83,7.35,0.72,1.44,2.03,0,0,0.01,M,,
FDDC1,FIDDLETOWN DEXTER RANCH,5.21,7.03,12.72,2.73,6.35,13.35,1.48,3.82,3.21,0,0,0.13,56.03,151,151
FLOC1,FLORENCE LAKE,4.28,2.29,5.74,1.75,0.68,6.58,0.77,1.19,M,3.41,M,M,M,,
FRAC1,FRIANT GOVERNMENT CAMP,1.62,2.1,7.31,2.26,2.06,5.33,0.17,0.66,2.18,0,0,0,23.69,161,161
GRVC1,GROVELAND RS,5.11,M,22.8,M,M,M,M,3.47,3.5,M,M,M,M,,
HETC1,HETCH HETCHY,8.83,7.85,14.64,2.4,5.54,13.14,1.82,3.21,3.56,0,0,1.99,62.98,173,173
HNTC1,HUNTINGTON LAKE,5.04,5.36,17.56,4,6.72,12.96,2.36,4,2.26,M,0,0,M,,
LOSC1,LOS BANOS,0.54,1.55,3.92,1.61,1.53,2.32,0.09,0.34,0.7,0,0,0,12.6,127,127
MATC1,MATHER,6.65,4.54,10.86,5.32,7.25,10.8,M,M,M,M,M,M,M,,
MCEC1,MERCED,1.08,2.02,3.33,1.47,1.87,4.26,0.26,0.8,1.16,0,0,0.02,16.27,130,130
MDRC1,MADERA,0.21,2.03,4.14,1.88,1.5,4.17,0.24,M,1.31,0,0,0,M,,
MOD,MODESTO AP,0.75,2.1,3.56,1.11,2.45,3.15,0.03,0.85,1.38,0,0,0,15.38,118,118
MRIC1,MARIPOSA RS,M,4.25,13.8,3.54,5.72,10.39,0.41,2.46,2.45,M,M,M,M,,
NMDC1,NEW MELONES DAM HQ,4.19,6.42,11.51,2.37,4.92,11.71,0.52,1.98,2.95,M,0,M,M,,
NOFC1,NORTH FORK RS,6.35,5.21,16.78,2.97,6.75,13.07,1.49,2.87,2.12,0.13,0,0.03,57.77,169,169
PANC1,PANOCHE 2W,0.67,1.17,3.72,1.65,2.99,3.43,0.25,0.53,0.28,0,0,0,14.69,139,139
SCKC1,STOCKTON FIRE STA 4,1.38,2.37,6.01,M,3.09,4.63,0.01,M,M,M,0,0,M,,
SONC1,SONORA,4.8,7.45,10.55,2.49,5.66,12.65,0.53,2.61,1.87,0,0,0,48.61,148,148
SPGC1,SALT SPRINGS PH,7.39,7.97,14.82,2.03,6.85,17.58,2.13,3.61,3.59,0,0,0.53,66.5,144,144
TIGC1,TIGER CREEK PH,8.08,9.43,13.95,3.53,6.58,15.58,2.11,3.76,2.7,0,0,0.09,65.81,142,142
TRAC1,TRACY CARBONA,0.75,1.46,2.78,0.74,2.38,3.2,0.11,0.29,2.07,0,0,0,13.78,130,130
WSTC1,WEST POINT,6.76,8.07,16.91,2.81,6.27,14.58,1.89,3.85,2.68,0,0,0.11,63.93,175,175
YNPC1,SOUTH ENTRANCE YOSEMITE,6.41,1.22,14.27,2.52,5.52,12.12,1.05,2.59,M,0,0.09,0.41,M,,
YPQC1,YOSEMITE PARK HEADQUARTER,6.16,6.57,9.3,2.95,7.61,13.24,1.43,2.17,2.06,0,0.11,3.42,55.02,146,146
